Rank,Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
812.00,klara_tania,Entertainment,13200000,ID,834500,47500,245,http://youtube.com/channel/UC4rHBMP2rGPuFk9F-JlGzbQ
813.00,Caylus,Role-playing_video_game,13200000,US,477600,11800,789,http://youtube.com/channel/UCVAYy7_zddIx6USjXscV9Vg
814.00,AlArabiya,Society,13200000,SA,5000,90,5,http://youtube.com/channel/UCahpxixMCwoANAftn6IxkTg
815.00,Davie504,Entertainment,13200000,IT,0,0,0,http://youtube.com/channel/UCgFvT6pUq9HLOvKBYERzXSQ
816.00,JesseAndMike,Film,13200000,US,201400,3600,132,http://youtube.com/channel/UCV1JuyDF9Re3HyXFGeqnC7Q
817.00,redetv,Lifestyle_(sociology),13200000,BR,2500,90,2,http://youtube.com/channel/UCd7VVhgnd2eCv9JEghvR_1w
818.00,spider-maaaaaaan,Film,13100000,IN,1900000,45000,81,http://youtube.com/channel/UCP1vrClG-6iGuFq7ls_NBsw
819.00,CznBurak,Lifestyle_(sociology),13100000,TR,1400000,72500,1000,http://youtube.com/channel/UCUcfej7lPDoeqTlferD2mcw
820.00,rupalchoudharytd,Entertainment,13100000,IN,279100,21000,97,http://youtube.com/channel/UCk6UfPfvT_zbR4yOk0xyoqA
821.00,CuteWolfVideos,Film,13100000,US,53500,116,0,http://youtube.com/channel/UCWGVQIspqW2j9M3-qLQ0HDg
822.00,TopViralTalentYT,Performing_arts,13000000,US,17700,283,12,http://youtube.com/channel/UCDnEa2HC2eeT-cN3pAKnNTw
823.00,ColeAndSav,Lifestyle_(sociology),13000000,US,322100,10100,0,http://youtube.com/channel/UC4-CH0epzZpD_ARhxCx6LaQ
824.00,gymvirtual,Physical_fitness,13000000,ES,50900,1900,49,http://youtube.com/channel/UCfwP2H1CDJvssk6g2pm8EgA
825.00,DuoTiempoDeSol,Film,13000000,AR,47400,170,0,http://youtube.com/channel/UC7S5EdUYwr7r04MrIjtSPNg
826.00,KiryaKolesnikov,Lifestyle_(sociology),13000000,US,54700,1900,7,http://youtube.com/channel/UCb1FVtN2EvxaeoBBMtOXg7g
827.00,MoniLinaFamily,Lifestyle_(sociology),13000000,US,147300,3600,13,http://youtube.com/channel/UCFwOAy34fL31Im7_udynwvg
828.00,zeetamil,Entertainment,13000000,IN,1200,11,0,http://youtube.com/channel/UC_wIGmvdyAQLtl-U2nHV9rg
829.00,mariano_razo,Lifestyle_(sociology),13000000,MX,5300000,399300,1100,http://youtube.com/channel/UCLYqpLGnCoQfcD7BdDKsSxQ
830.00,Chustertv,Film,13000000,ES,1600000,96300,296,http://youtube.com/channel/UCKEiTu4t6o2Y9hnqOS-GUgw
831.00,francoescamilla,Film,13000000,MX,560000,11800,288,http://youtube.com/channel/UCUjrDJokSX8JavRwy5iUOkA
832.00,sulgiyang,Lifestyle_(sociology),13000000,KR,557500,8600,349,http://youtube.com/channel/UCIafb9ExBkh4WsCOagZssZA
833.00,TalkingAngela,Entertainment,13000000,SI,53000,360,0,http://youtube.com/channel/UCPcynnZcILjm0e2aaaTuCjw
834.00,officialjassrecords,Music,13000000,IN,12800,662,7,http://youtube.com/channel/UC9Gjog4enoDWRWTaYuamx1g
835.00,bibotoyskor,Hobby,12900000,KR,4300,0,0,http://youtube.com/channel/UCL4r3zHKJpcJ0jEYSbobk1Q
836.00,HeidiandZidaneEsp,Hobby,12900000,US,61100,363,0,http://youtube.com/channel/UCLVpcJc8LpFclTssfVZ5wGw
837.00,dianaandromaind5591,Entertainment,12900000,US,222200,395,0,http://youtube.com/channel/UCGRdNfemQ7iXpacd75SE7rA
838.00,Behindwoodstv,Entertainment,12900000,IN,13300,386,2,http://youtube.com/channel/UC8md0UEGj7UbjcZtMjBVrgQ
839.00,dhruvrathee,Society,12900000,DE,6400000,328000,10000,http://youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w
840.00,TroomTroom_India,Lifestyle_(sociology),12900000,IN,21200,244,5,http://youtube.com/channel/UCwP0n9or789Y33-JNNe-tlA
841.00,watchHitsHD,Music,12900000,IN,72300,8200,41,http://youtube.com/channel/UCG_rbseeLwlrNVJg-p4M3rA
842.00,janesergo,Lifestyle_(sociology),12900000,TH,99500,2600,10,http://youtube.com/channel/UCi-zk_MWt0Skdhm4ez_aFZw
843.00,RobTopGames,Video_game_culture,12800000,SE,2200000,217900,16000,http://youtube.com/channel/UCz_yk8mDSAnxJq0ar66L4sw
844.00,FreeFireIndiaOfficial,Action_game,12800000,IN,308800,25200,416,http://youtube.com/channel/UC4AB0_ectRryjCF_ugD0U8w
845.00,FamilyFitnessChannel,Lifestyle_(sociology),12800000,IN,318800,14400,610,http://youtube.com/channel/UCvVEcGPPEkn3zSdc-rniGMg
846.00,EnglishConnectionByKanchan,Entertainment,12800000,IN,247400,15200,279,http://youtube.com/channel/UCsUBoYj2kqgj72g6kgzGPMg
847.00,MrSuicideSheep,Electronic_music,12800000,CA,39700,1900,37,http://youtube.com/channel/UC5nc_ZtjKW1htCVZVRxlQAQ
848.00,MundoBita,Entertainment,12800000,BR,152700,2700,0,http://youtube.com/channel/UC0cGVh96osM7yqMu0ENSKKQ
849.00,GustavoParodiasOficial,Film,12800000,BR,168800,7700,34,http://youtube.com/channel/UCvQzqiZc4RXGODrIbSwMseQ
850.00,NANDO,Lifestyle_(sociology),12800000,MX,208300,13000,70,http://youtube.com/channel/UCqma_8hr8yOgr37wdUY-E7Q
851.00,elliegouldingofficial,Lifestyle_(sociology),12800000,GB,0,0,0,http://youtube.com/channel/UCt-am4x4ZyeohfgM85qFgdQ
852.00,AdexeyNau,Music_of_Latin_America,12800000,ES,13100,1500,62,http://youtube.com/channel/UCKR6KdJmTdhLVQJnoJu9tRQ
853.00,NDTV,Society,12800000,IN,1400,10,1,http://youtube.com/channel/UCZFMm1mMw0F81Z37aaEzTUA
854.00,piuzinho,Video_game_culture,12800000,BR,527100,107700,3800,http://youtube.com/channel/UCIvBHgnnLSVr9enuPvBuwyw
855.00,BlossomTV,Hobby,12800000,US,24800,747,5,http://youtube.com/channel/UC2WuPTt0k8yDJpfenggOAVQ
856.00,ZeeKids,Film,12800000,IN,153700,2600,0,http://youtube.com/channel/UCWKeZvw4iSZVM2qXKZde58A
857.00,FlowersComedy,Film,12800000,IN,101900,1000,169,http://youtube.com/channel/UCmAPdImtXLGh5E-lTTH4Qmg
858.00,FirstWeFeast,Entertainment,12800000,US,157600,5500,86,http://youtube.com/channel/UCPD_bxCRGpmmeQcbe2kpPaA
859.00,Morgz,Entertainment,12800000,GB,1100000,31100,217,http://youtube.com/channel/UCBwSufNse8VMBvQM_rCSvgQ
860.00,Littleglove,Lifestyle_(sociology),12800000,IN,1100000,61700,221,http://youtube.com/channel/UC2MRRqb_L2E53UmTaywdhkA
861.00,MoonbugKids_SingAlongWithMe,Music,12700000,US,49000,100,0,http://youtube.com/channel/UCu0tjrzm4_n-9hkYSvlsC8A
862.00,refugiomental6818,Entertainment,12700000,BR,107400,2700,28,http://youtube.com/channel/UChYkldqKWymAKTsPku_tDfg
863.00,Yair17,Action_game,12600000,MX,159800,14700,411,http://youtube.com/channel/UCXH1p4gixwXwrUGSx-WvLNQ
864.00,NITINFREEFIRE,Video_game_culture,12600000,IN,1500000,177800,4100,http://youtube.com/channel/UCM4GJm2A0-u8baQKlsJrITA
865.00,MasSKabeche,Lifestyle_(sociology),12600000,MX,0,0,0,http://youtube.com/channel/UC0n5Ihqix8mEqGsjygiJk6Q
866.00,WaveMusicBhakti,Music,12600000,IN,3400,52,3,http://youtube.com/channel/UCjb5iAXrj1D6NjHJYvDGw7w
867.00,TheDaniRep,Action-adventure_game,12600000,ES,195500,19600,95,http://youtube.com/channel/UCHIwQiZhIn6fm5b_IilqBbQ
868.00,parafernalha,Entertainment,12600000,BR,84900,6300,55,http://youtube.com/channel/UCddYq41_tZ1FnLlguLT6-Ow
869.00,TimbaVk,Action-adventure_game,12600000,ES,414000,15200,472,http://youtube.com/channel/UCp7wTrsCU7eICb5z69D3rwA
870.00,NasDaily,Lifestyle_(sociology),12600000,US,448700,19300,793,http://youtube.com/channel/UCJsUvAqDzczYv2UpFmu4PcA
871.00,TroomTroom_Indonesia,Entertainment,12600000,ID,59800,509,16,http://youtube.com/channel/UCtGmhXT_NSTK5j_r9a9xdYA
872.00,casey,Lifestyle_(sociology),12600000,US,0,0,0,http://youtube.com/channel/UCtinbF-Q-fVthA0qrFQTgXQ
873.00,bharatzkitchenHINDI,Food,12600000,IN,271000,4100,183,http://youtube.com/channel/UCfD08FDOGbzIxCduGKkJ0Xg
874.00,jtcasey,Entertainment,12600000,US,156600,7400,136,http://youtube.com/channel/UCTGOuh9b_Su2k5xEARHCQQA
875.00,aljazeera,Politics,12600000,QA,7000,105,14,http://youtube.com/channel/UCfiwzLy-8yKzIbsmZTzxDgw
876.00,WildNOut,Film,12600000,US,228400,8600,176,http://youtube.com/channel/UCrkzfc2yf-7q6pd7EtzgNaQ
877.00,gibby,Technology,12600000,MX,174400,9500,364,http://youtube.com/channel/UCY62oxtmOKk5-JLJOXBMWnA
878.00,BiperYSusAmigos,Music,12600000,US,155000,0,0,http://youtube.com/channel/UCYslmQ8uJYORVagKOtejwAQ
879.00,AvrilLavigne,Rock_music,12600000,CA,53600,5700,197,http://youtube.com/channel/UC_k8KFBzEf0uQ8LRFSAgSUA
880.00,nhstudioz,Music_of_Asia,12600000,IN,11500,77,3,http://youtube.com/channel/UCxtwjNPrymSvS4UD_6HgcxQ
881.00,QuantumTech,Lifestyle_(sociology),12600000,ES,185300,2300,55,http://youtube.com/channel/UC4Tklxku1yPcRIH0VVCKoeA
882.00,DisneyChannelUK,Entertainment,12600000,GB,19000,307,0,http://youtube.com/channel/UCLeuoGy_hUDTBf5Hk0ynrpQ
883.00,pocoyo,Entertainment,12600000,ES,335000,2200,0,http://youtube.com/channel/UCnB5W_ZJgiDFnklejRGADxw
884.00,TroomTroom_Pt,Entertainment,12600000,PT,43700,971,14,http://youtube.com/channel/UCgCQlMYN2XypwYC2wcR32bA
885.00,GoldminesActionMovies,Film,12600000,IN,7900,139,0,http://youtube.com/channel/UCY7tB-mpvlQeWgaCCS1Cmwg
886.00,redbull,Lifestyle_(sociology),12600000,AT,1400000,52300,322,http://youtube.com/channel/UCblfuW_4rakIf2h6aqANefA
887.00,CHHOTUKIMASTI,Entertainment,12600000,IN,655600,5600,84,http://youtube.com/channel/UCPNH75wRbz-cO-W8732981A
888.00,parislifestyle7488,Lifestyle_(sociology),12600000,IN,517100,5100,345,http://youtube.com/channel/UCt_KDu-DtBqvIw7X-V7mlmQ
889.00,DRJRecordsspecials,Film,12600000,US,8900,46,1,http://youtube.com/channel/UCc3MkAZEckswe3SzdiVIvgA
890.00,colinfurze,Hobby,12600000,GB,1500000,69600,2600,http://youtube.com/channel/UCp68_FLety0O-n9QU6phsgw
891.00,justinflom,Entertainment,12600000,US,791700,18100,188,http://youtube.com/channel/UCb9A6uotqUiuVCvVp4GMqOg
892.00,PeopleVsFood,Lifestyle_(sociology),12600000,US,388300,14200,789,http://youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg
893.00,RachitRojha,Entertainment,12600000,IN,1600000,38600,1100,http://youtube.com/channel/UCwBlZvRTu3vasTWUE9U5wPw
894.00,Baby_Jenny,Entertainment,12500000,US,18600,71,0,http://youtube.com/channel/UCoL0M9swO14BT8u9pTn9MvQ
895.00,hzhtubekidsfun,Entertainment,12500000,US,79000,1500,0,http://youtube.com/channel/UCAgx4HcQIYn9lM0rhtIuH9w
896.00,healthtime6469,Health,12500000,IN,3300,115,4,http://youtube.com/channel/UCPMqs8vxEwbie26nFA3ykAw
897.00,LittleBabyBumEspanol,Film,12500000,ES,7200,18,0,http://youtube.com/channel/UCHicabXz9rUMWLcdMqBtbxQ
898.00,HeroMovies2023,Entertainment,12500000,IN,7100,215,2,http://youtube.com/channel/UCGzmSVjq_yQRgcgpA9SBTjw
899.00,CalvinHarrisVEVO,Music,12500000,GB,71300,3500,156,http://youtube.com/channel/UCaHNFIob5Ixv74f5on3lvIw
900.00,FarjanaDrawingAcademy,Lifestyle_(sociology),12500000,BD,387100,25100,316,http://youtube.com/channel/UCd3s7BuoOlu4bRJL6RdGWXw
901.00,TeremokTV,Television_program,12500000,RU,95400,253,0,http://youtube.com/channel/UCxWkNmkeAL52VTJyBlIJRXw
902.00,eltrece,Television_program,12400000,AR,1500,15,3,http://youtube.com/channel/UC0DM_mHV2u6dj8ig51GkQwg
903.00,TheKingofRandom,Lifestyle_(sociology),12400000,US,32700,1000,86,http://youtube.com/channel/UC1zZE_kJ8rQHgLTVfobLi_g
904.00,Vendyyaduwanshi,Film,12400000,IN,353000,44100,74,http://youtube.com/channel/UCNLLgtPIKew9vHNVAQmdVGQ
905.00,ArynewsTvofficial,Politics,12400000,PK,3600,75,2,http://youtube.com/channel/UCMmpLL2ucRHAXbNHiCPyIyg
906.00,MakeJokeOf,Entertainment,12400000,IN,7400000,343000,12000,http://youtube.com/channel/UCvgteBQjoaxE0bhFkpu8qAw
907.00,LOUDgg,Lifestyle_(sociology),12400000,BR,310800,22300,275,http://youtube.com/channel/UC7iwNp4GUynlGXvK-6KD0Rw
908.00,ctctv,Entertainment,12400000,RU,39900,940,20,http://youtube.com/channel/UCdmauIL-k-djcct-yMrf82A
909.00,TalentRecap,Entertainment,12400000,US,52100,544,36,http://youtube.com/channel/UCSWwb_YyNB8vuC1VDcfPPaQ
910.00,LittleTreehouseNurseryRhymes,Music,12400000,US,104200,373,0,http://youtube.com/channel/UCpzYfBXbEHHQHU2e89jM9Tg
911.00,scottsreality,Entertainment,12400000,NL,9300000,199200,1600,http://youtube.com/channel/UCFXZBGS7J0IDINQc8xtMqCg
912.00,OliviaRodrigo,Music,12400000,US,1600000,78000,2400,http://youtube.com/channel/UCy3zgWom-5AGypGX_FVTKpg
913.00,GrandmasterJinBodhi,Lifestyle_(sociology),12400000,CA,26400,639,26,http://youtube.com/channel/UCBuBSRtY41VzSkP_RR3IVoQ
914.00,IceCreamRolls,Lifestyle_(sociology),12400000,DE,18000,634,29,http://youtube.com/channel/UCAon55hNT6ESbdQ5y1hRWTA
915.00,_gogo2728,Lifestyle_(sociology),12400000,IN,86700,8200,37,http://youtube.com/channel/UCUpS9qH3N5rFy51Ft-rYsnA
916.00,FilmTheory,Entertainment,12400000,US,1200000,71500,4500,http://youtube.com/channel/UC3sznuotAs2ohg_U__Jzj_Q
917.00,HISTORY,Television_program,12400000,US,108200,1900,167,http://youtube.com/channel/UC9MAhZQQd9egwWCxrwSIsJQ
918.00,NattiNatasha,Pop_music,12400000,US,56300,3400,65,http://youtube.com/channel/UCu59H8LNti6mwvcGRMge5PA
919.00,123GO_,Lifestyle_(sociology),12400000,US,133200,549,26,http://youtube.com/channel/UCBXNpF6k2n8dsI6nBH8q4sQ
920.00,JoojNatu,Entertainment,12400000,BR,2300000,197700,759,http://youtube.com/channel/UCVVksn-TMGmkwvirl_neMWw
921.00,belabagunca,Lifestyle_(sociology),12400000,BR,114900,3900,87,http://youtube.com/channel/UChYWDADhmWJU6_X7Vm7FzDw
922.00,BlackEyedPeas,Pop_music,12400000,US,10100,498,9,http://youtube.com/channel/UCBFaOy1_APEXEyA6Gws_Y1g
923.00,rathorvideo,Music,12400000,IN,5300,55,4,http://youtube.com/channel/UCbSGbqIVds2FiYn-0v0AqSA
924.00,InsideEdition,Society,12400000,US,65800,1700,173,http://youtube.com/channel/UC9k-yiEpRHMNVOnOi_aQK8w
925.00,Panda.,Video_game_culture,12400000,SE,839300,70100,800,http://youtube.com/channel/UCj0sKQk9qjiIfNH22ZBWpxw
926.00,NirahuaMusic,Music,12300000,AE,799200,8900,199,http://youtube.com/channel/UCKNGMXJHTiGFdZNSo_zs3fQ
927.00,WatchMeOff,Entertainment,12300000,US,749800,20200,89,http://youtube.com/channel/UCGTl_sQxago30b5vfoMomCg
928.00,LuanSantana,Music,12300000,US,1200000,50000,1500,http://youtube.com/channel/UC6rwiIxv0w2fbmmr66wl1rA
929.00,JugnuKidsrhymes,Music,12300000,IN,46900,176,0,http://youtube.com/channel/UCsCe7SNQckiRJ6y563SIupg
930.00,MBCMASRtv,Society,12200000,EG,2200,39,2,http://youtube.com/channel/UCnFKsbAof9fRv614I4wJX_w
931.00,Lulu99,Lifestyle_(sociology),12200000,CO,410400,32000,660,http://youtube.com/channel/UCCyCcRlr_NRDP-JFAhBxq1g
932.00,LipaoGamer,Action-adventure_game,12200000,BR,130100,5100,86,http://youtube.com/channel/UCHuZmQ0lSW8TG81dVZZh5rw
933.00,lilwayne,Music,12200000,US,203700,11100,576,http://youtube.com/channel/UCO9zJy7HWrIS3ojB4Lr7Yqw
934.00,natandessie,Hobby,12200000,US,62600,256,0,http://youtube.com/channel/UCzIdYMdAtTsWucGCZyZvN6w
935.00,itsxomgpop,Music,12200000,US,32900,1500,0,http://youtube.com/channel/UCeV2O_6QmFaaKBZHY3bJgsA
936.00,yogawithadriene,Lifestyle_(sociology),12200000,US,0,0,0,http://youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA
937.00,SPDNOO1,Lifestyle_(sociology),12200000,TH,1600000,62500,137,http://youtube.com/channel/UCiHQ5AywCFKF6q-C5dIguVQ
938.00,bbcearth,Entertainment,12200000,GB,92100,1600,103,http://youtube.com/channel/UCwmZiChSryoWQCZMIQezgTg
939.00,telugufilmnagar,Film,12200000,IN,3400,55,1,http://youtube.com/channel/UCintIUOJEktQBfhEI9XXpuw
940.00,MashaBearHINDI,Entertainment,12200000,IN,90900,1600,0,http://youtube.com/channel/UCpgG0rtKd-CTzStI9w2ibkg
941.00,MUSATANVEER,Entertainment,12200000,AE,166700,3200,43,http://youtube.com/channel/UC6jRgc_w-nCk7oAoM6lwNNQ
942.00,brancoala,Hobby,12200000,BR,343100,6200,204,http://youtube.com/channel/UC0otZdGYsA9KqVKAcn2peQA
943.00,KooKooTvHindi,Television_program,12200000,IN,337800,2600,80,http://youtube.com/channel/UCZNr3-bxFbzfLzbiJ_rJ5zw
944.00,TWOSIDEGAMERS,Video_game_culture,12200000,IN,200400,18800,656,http://youtube.com/channel/UCiDikVE7Y4_KpQwsxarj38g
945.00,flamingo,Role-playing_video_game,12200000,US,1800000,71300,8800,http://youtube.com/channel/UCm-X6o81nRsXQTmqpyArkBQ
946.00,OumWalidcuisine,Food,12200000,DZ,333500,16000,791,http://youtube.com/channel/UCVXD2kNki3rfLMhF8uNIcBQ
947.00,elrubius,Video_game_culture,12200000,ES,1100000,85600,934,http://youtube.com/channel/UCcjIvuxmWlS5IEQ0JdPV4Ng
948.00,Aniruddhacharyaji,Music,12100000,IN,116400,3600,192,http://youtube.com/channel/UCDe0DwkMVFfSIoiYdQUPQmQ
949.00,SaregamaHumBhojpuri,Music,12100000,IN,39300,2200,40,http://youtube.com/channel/UC0J8BQahplvTY6LjlnLf_NQ
950.00,Super_Senya_RU,Hobby,12100000,US,47200,192,0,http://youtube.com/channel/UCTn9Vyy-3fzLIr0bqhIbNig
951.00,HiTechIslamic,Music_of_Asia,12100000,GB,62200,810,59,http://youtube.com/channel/UCtKKyuORzErSd7TWfkunxsw
952.00,timesmusicindia,Music_of_Asia,12100000,IN,5400,265,7,http://youtube.com/channel/UCo07fumrTn1w4AxcU4j_uDw
953.00,CarryisLive,Video_game_culture,12000000,IN,0,0,0,http://youtube.com/channel/UC0IWRLai-BAwci_e9MylNGw
954.00,AnnoyingOrange,Film,12000000,US,187200,6900,445,http://youtube.com/channel/UCi-5OZ2tYuwMLIcEyOsbdRA
955.00,HeeraGoldOfficial,Music_of_Asia,12000000,PK,30600,953,70,http://youtube.com/channel/UC9dfnBWlg5h1Fr5_w8rjZyg
956.00,ChainsmokersVEVO,Music,12000000,US,406600,16300,663,http://youtube.com/channel/UCRzzwLpLiUNIs6YOPe33eMg
957.00,Family-Box,Lifestyle_(sociology),12000000,RU,177400,6300,86,http://youtube.com/channel/UC-jHNWViReG6R_kJ6b45FdQ
958.00,linhnhishorts,Entertainment,12000000,NL,500700,8300,9,http://youtube.com/channel/UCuiyUjYZyG24sgzBG0P6WsQ
959.00,dojacat,Soul_music,11900000,US,13600000,395300,73000,http://youtube.com/channel/UCzpl23pGTHVYqvKsgY0A-_w
960.00,BS_Arabic,Lifestyle_(sociology),11900000,EG,6000,160,11,http://youtube.com/channel/UCmYYUdR85LRVB5yT1Y7DjFA
961.00,deepalimarkam1,Humour,11900000,IN,1400000,0,300,http://youtube.com/channel/UCSNpkW6wDg-0Gf7nxk0aFBQ
962.00,M4Techofficial,Lifestyle_(sociology),11900000,IN,825300,38100,827,http://youtube.com/channel/UClfll_TO6FpOPLUg4Aawhlw
963.00,CNCOMusic,Music,11900000,US,8400,2100,83,http://youtube.com/channel/UCqtHOqxV71OQ-fmLdI8rBYw
964.00,SingleTrackStudioz,Music_of_Asia,11900000,IN,20300,351,16,http://youtube.com/channel/UCOo61v1PPAjoN2exxYAzdAw
965.00,FrontaLGaming,Action_game,11900000,ID,113100,3900,195,http://youtube.com/channel/UCW6fcXU68QShoXPkxnPxATw
966.00,mmdcrew,Hip_hop_music,11900000,RU,3100000,189900,4800,http://youtube.com/channel/UCWnqnojAgMdN0fQpr_xByJw
967.00,PlanetEarthINDIA,Entertainment,11900000,IN,12200,577,61,http://youtube.com/channel/UCMZ1mhXvZEhAEwVtAMmvioA
968.00,TeremokSongs,Film,11900000,RU,66100,170,0,http://youtube.com/channel/UCqZZoXlUEki3H7_GCQrw53A
969.00,user-tt5ge5fj4i,Hobby,11900000,US,72200,385,0,http://youtube.com/channel/UC-oIulX1JBJ0aKAB0GHnThA
970.00,UTKARSHCLASSES13,Knowledge,11900000,IN,79100,6300,136,http://youtube.com/channel/UCLuBF4Xr1-BIpcpFFm7zp7w
971.00,itsbrothersvlog,Food,11900000,PK,3100000,0,31,http://youtube.com/channel/UCrFBMpfAfSUDadcOBzwP0pw
972.00,GoldminesHousefull,Entertainment,11900000,IN,8000,0,0,http://youtube.com/channel/UC2aBjYYDkwN5LLSB8957KZQ
973.00,oggy,Film,11900000,FR,163700,1300,0,http://youtube.com/channel/UCNEKMkg_DG8eAyR1BNWsSvw
974.00,PeppaPigHindiOfficial,Television_program,11900000,IN,451700,2900,0,http://youtube.com/channel/UCF9IpcBgYvMS3GKkM_xwiqA
975.00,KaKaKidsTV,Music,11900000,US,19200,434,0,http://youtube.com/channel/UCmS8VxPXxv4ToYpw0Yc2PQA
976.00,toysplay,Hobby,11900000,US,185200,506,0,http://youtube.com/channel/UCdKicyl_ve5oyjasiO6njgQ
977.00,NickDiGiovanni,Food,11900000,US,4300000,339800,2700,http://youtube.com/channel/UCMyOj6fhvKFMjxUCp3b_3gA
978.00,sagahits,Music,11900000,IN,25800,497,10,http://youtube.com/channel/UCuFwzKrS0wE43CSkyaHBGiQ
979.00,HikakinTV,Music,11900000,JP,2100000,51000,2300,http://youtube.com/channel/UCZf__ehlCEBPop-_sldpBUQ
980.00,Jackdohertyy,Entertainment,11900000,US,867800,37000,406,http://youtube.com/channel/UCkj8f9sqSKuzn-NyP7Os1ZQ
981.00,GarenaFreeFireLATAM,Action_game,11900000,MX,37900,2600,41,http://youtube.com/channel/UC1ZPgKGxaT5P7QKN_bk9xkw
982.00,Enterr10Rangeela,Music,11900000,IN,20600,325,4,http://youtube.com/channel/UCR_-PUF53tA5-Iyp4Ncfjcg
983.00,KenhThieuNhiBHMedia,Pop_music,11900000,US,10200,28,0,http://youtube.com/channel/UC6eq3sR4CtbvGdmInchzWUA
984.00,mussoumano,Hip_hop_music,11900000,BR,1600000,68700,2400,http://youtube.com/channel/UC607Gii1uo93qDqiGR6-c3w
985.00,videogyan,Film,11800000,IN,955300,19800,0,http://youtube.com/channel/UCs0upBDG-dCAxy8_VDPE5XA
986.00,lukedavidson81,Entertainment,11800000,CA,1700000,109200,1000,http://youtube.com/channel/UCuwJoiGWRxPYStBp0l0WuZw
987.00,cute.shivani.05,Music,11700000,IN,2100000,0,959,http://youtube.com/channel/UCLEJtcaMQePVD5N8VD8JsfA
988.00,NFL,Sport,11700000,US,21400,692,42,http://youtube.com/channel/UCDVYQ4Zhbm3S2dlz7P1GBDg
989.00,MykeTowers,Music_of_Latin_America,11700000,US,11000,629,18,http://youtube.com/channel/UCLk8IJ1TwI7Xl7UUfAD8xPQ
990.00,cut,Film,11700000,US,359000,8800,342,http://youtube.com/channel/UCbaGn5VkOVlcRgIWAHcrJKA
991.00,JoeHattab,Society,11700000,AE,1900000,98500,2900,http://youtube.com/channel/UCe6eisvsctSPvBhmincn6kA
992.00,BeAmazed,Lifestyle_(sociology),11700000,US,477800,9900,556,http://youtube.com/channel/UCkQO3QsgTpNTsOw6ujimT5Q
993.00,5MinuteCraftsLIKE,Lifestyle_(sociology),11700000,US,2700,28,1,http://youtube.com/channel/UCzTWHWnJ6VIcbkpqyv7_FaQ
994.00,RedChilliesEntertainment,Film,11700000,IN,848300,66700,842,http://youtube.com/channel/UCjJKg01HAP01xCLVhDmnLhw
995.00,VYRLOriginals,Music,11700000,IN,48800,949,101,http://youtube.com/channel/UCye6Oz0mg46S362LwARGVcA
996.00,hamzymukbang,Food,11700000,KR,397400,14000,124,http://youtube.com/channel/UCPKNKldggioffXPkSmjs5lQ
997.00,Adaahqueen,Film,11700000,IN,1100000,92500,164,http://youtube.com/channel/UCk3fFpqI5kDMf__mUPftIqQ
998.00,LittleAngelIndonesia,Entertainment,11700000,ID,211400,745,0,http://youtube.com/channel/UCdrHrQf0o0TO8YDntXJ4VIQ
999.00,PenMultiplex,Film,11700000,IN,14000,81,1,http://youtube.com/channel/UCObyBrdrtQ20BU9PxHQDY9w
1000.00,OneindiaHindi,Society,11700000,IN,2200,31,1,http://youtube.com/channel/UCOjgc1p2hJ4GZi6pQQoXWYQ
